-1.5,2.69140625
-1.497,2.4607397741655017
-1.494,2.2348219199152703
-1.491,2.0135880544945466
-1.488,1.79697421727044
-1.485,1.5849171143030671
-1.482,1.3773541129490814
-1.479,1.1742232364979825
-1.476,0.9754631588406211
-1.473,0.7810131991702056
-1.47,0.5908133167152132
-1.467,0.4048041055045686
-1.464,0.22292678916447484
-1.461,0.04512321574720679
-1.458,-0.1286641474086423
-1.455,-0.29849221878622867
-1.452,-0.46441730776739654
-1.449,-0.626495119678089
-1.446,-0.7847807608029278
-1.443,-0.9393287433685562
-1.44,-1.0901929904963628
-1.437,-1.2374268411242237
-1.434,-1.3810830548979034
-1.431,-1.5212138170317484
-1.428,-1.657870743139223
-1.425,-1.7911048840330492
-1.422,-1.9209667304954214
-1.419,-2.047506218018105
-1.416,-2.1707727315128054
-1.413,-2.290815109991719
-1.41,-2.4076816512186108
-1.407,-2.521420116330269
-1.404,-2.632077734428796
-1.401,-2.739701207144492
-1.398,-2.844336713169846
-1.395,-2.9460299127643435
-1.392,-3.04482595223063
-1.389,-3.140769468361783
-1.386,-3.2339045928601173
-1.383,-3.324274956727394
-1.38,-3.411923694626794
-1.377,-3.4968934492165458
-1.374,-3.5792263754555353
-1.371,-3.6589641448808816
-1.3679999999999999,-3.736147949857626
-1.365,-3.8108185078007297
-1.362,-3.8830160653694197
-1.359,-3.952780402634019
-1.3559999999999999,-4.020150837215414
-1.353,-4.0851662283972345
-1.35,-4.147864981210937
-1.347,-4.208285050493812
-1.344,-4.266463944920106
-1.341,-4.322438731005389
-1.338,-4.376246037084198
-1.335,-4.42792205726119
-1.332,-4.477502555335826
-1.329,-4.5250228687007725
-1.326,-4.570517912214079
-1.323,-4.6140221820453355
-1.32,-4.655569759495782
-1.317,-4.695194314792683
-1.314,-4.732929110857889
-1.311,-4.768807007050853
-1.308,-4.802860462886109
-1.305,-4.83512154172541
-1.302,-4.8656219144445885
-1.299,-4.894392863075279
-1.296,-4.921465284421598
-1.293,-4.946869693651954
-1.29,-4.970636227865984
-1.287,-4.992794649636882
-1.284,-5.013374350529101
-1.281,-5.032404354591635
-1.278,-5.049913321826928
-1.275,-5.065929551635591
-1.272,-5.080480986236942
-1.269,-5.093595214065624
-1.266,-5.105299473144246
-1.263,-5.115620654432318
-1.26,-5.124585305151465
-1.2570000000000001,-5.13221963208712
-1.254,-5.138549504866759
-1.251,-5.143600459214804
-1.248,-5.147397700184309
-1.245,-5.14996610536553
-1.242,-5.151330228071489
-1.2389999999999999,-5.15151430050068
-1.236,-5.150542236876947
-1.233,-5.148437636566726
-1.23,-5.145223787173711
-1.2269999999999999,-5.140923667611078
-1.224,-5.135559951151356
-1.221,-5.129155008454065
-1.218,-5.12173091057123
-1.2149999999999999,-5.113309431930887
-1.212,-5.103912053298654
-1.209,-5.093559964717521
-1.206,-5.082274068425935
-1.203,-5.070074981754304
-1.2,-5.056983040000001
-1.197,-5.043018299281015
-1.194,-5.028200539368318
-1.191,-5.012549266497079
-1.188,-4.996083716156812
-1.185,-4.978822855860567
-1.182,-4.9607853878932975
-1.179,-4.941989752039456
-1.176,-4.922454128289976
-1.173,-4.902196439528703
-1.17,-4.881234354198416
-1.167,-4.8595852889465
-1.164,-4.837266411250418
-1.161,-4.8142946420230555
-1.158,-4.790686658198041
-1.155,-4.766458895295182
-1.152,-4.7416275499660525
-1.149,-4.716208582519907
-1.146,-4.690217719429966
-1.143,-4.663670455820214
-1.1400000000000001,-4.636582057932776
-1.137,-4.608967565576011
-1.134,-4.580841794553399
-1.131,-4.552219339073325
-1.1280000000000001,-4.5231145741398615
-1.125,-4.493541657924652
-1.1219999999999999,-4.463514534120015
-1.119,-4.433046934273321
-1.116,-4.40215238010277
-1.113,-4.370844185794692
-1.1099999999999999,-4.3391354602824315
-1.107,-4.3070391095069125
-1.104,-4.274567838659025
-1.101,-4.241734154403878
-1.0979999999999999,-4.208550367087069
-1.095,-4.175028592923021
-1.092,-4.141180756165502
-1.089,-4.1070185912604416
-1.0859999999999999,-4.07255364498112
-1.083,-4.0377972785458365
-1.08,-4.0027606697181195
-1.077,-3.967454814889643
-1.074,-3.9318905311458945
-1.071,-3.8960784583146797
-1.068,-3.860029060997606
-1.065,-3.8237526305845932
-1.062,-3.7872592872515556
-1.059,-3.7505589819412704
-1.056,-3.713661498327644
-1.053,-3.676576454763331
-1.05,-3.639313306210938
-1.047,-3.601881346157783
-1.044,-3.564289708514396
-1.041,-3.5265473694968055
-1.038,-3.4886631494927
-1.035,-3.4506457149115963
-1.032,-3.4125035800190595
-1.029,-3.374245108755103
-1.026,-3.335878516536839
-1.023,-3.297411872045469
-1.02,-3.2588530989977347
